Data,À vista R$,À vista US$
2016-04-19,3.58,1.01
2016-04-20,3.6,1.02
2016-04-22,3.61,1.01
2016-04-25,3.66,1.03
2016-04-26,3.66,1.04
2016-04-27,3.65,1.04
2016-04-28,3.65,1.04
2016-04-29,3.63,1.06
2016-05-02,3.65,1.05
2016-05-03,3.64,1.02
2016-05-04,3.67,1.04
2016-05-05,3.78,1.07
2016-05-06,3.76,1.07
2016-05-09,3.78,1.07
2016-05-10,3.78,1.09
2016-05-11,3.78,1.1
2016-05-12,3.7,1.07
2016-05-13,3.75,1.07
2016-05-16,3.72,1.06
2016-05-17,3.71,1.06
2016-05-18,3.68,1.03
2016-05-19,3.63,1.02
2016-05-20,3.6,1.02
2016-05-23,3.6,1.01
2016-05-24,3.64,0.0
2016-05-25,3.64,0.0
2016-05-27,3.64,1.01
2016-05-30,3.71,1.04
2016-05-31,3.73,1.03
2016-06-01,3.69,1.03
2016-06-02,3.76,1.05
2016-06-03,3.76,1.07
2016-06-06,3.79,1.09
2016-06-07,3.76,1.09
2016-06-08,3.83,1.14
2016-06-09,3.83,1.13
2016-06-10,3.86,1.13
2016-06-13,4.02,1.16
2016-06-14,4.02,1.15
2016-06-15,4.03,1.16
2016-06-16,4.07,1.17
2016-06-17,4.07,1.19
2016-06-20,4.05,1.19
2016-06-21,4.12,1.21
2016-06-22,4.06,1.2
2016-06-23,3.99,1.19
2016-06-24,3.99,1.18
2016-06-27,4.01,1.18
2016-06-28,4.01,1.21
2016-06-29,3.97,1.23
2016-06-30,3.93,1.22
2016-07-01,4.05,1.25
2016-07-04,3.93,1.2
2016-07-05,3.83,1.16
2016-07-06,3.88,1.16
2016-07-07,3.87,1.15
2016-07-08,3.89,1.18
2016-07-11,3.9,0.0
2016-07-12,3.97,1.21
2016-07-13,3.96,1.21
2016-07-14,4.12,1.27
2016-07-15,4.09,1.26
2016-07-18,3.95,1.22
2016-07-19,3.97,1.22
2016-07-20,3.97,1.22
2016-07-21,3.97,1.21
2016-07-22,3.97,1.22
2016-07-25,3.91,1.19
2016-07-26,3.91,1.2
2016-07-27,4.07,1.25
2016-07-28,4.06,1.23
2016-07-29,4.06,1.25
2016-08-01,4.1,1.25
2016-08-02,4.1,1.25
2016-08-03,4.17,1.29
2016-08-04,4.17,1.3
2016-08-05,4.19,1.32
2016-08-08,4.32,1.36
2016-08-09,4.26,1.36
2016-08-10,4.26,1.36
2016-08-11,4.29,1.37
2016-08-12,4.29,1.35
2016-08-15,4.29,1.35
2016-08-16,4.35,1.37
2016-08-17,4.4,1.37
2016-08-18,4.45,1.37
2016-08-19,4.45,1.39
2016-08-22,4.45,1.39
2016-08-23,4.43,1.37
2016-08-24,4.4,1.36
2016-08-25,4.4,1.36
2016-08-26,4.4,1.35
2016-08-29,4.39,1.36
2016-08-30,4.39,1.35
2016-08-31,4.35,1.35
2016-09-01,4.35,1.34
2016-09-02,4.32,1.33
2016-09-05,4.39,1.34
2016-09-06,4.52,1.41
2016-09-08,4.52,1.41
2016-09-09,4.52,1.38
2016-09-12,4.52,1.39
2016-09-13,4.52,1.36
2016-09-14,4.62,1.38
2016-09-15,4.66,1.41
2016-09-16,4.61,1.41
2016-09-19,4.51,1.38
2016-09-20,4.53,1.39
2016-09-21,4.47,1.39
2016-09-22,4.58,1.42
2016-09-23,4.58,1.41
2016-09-26,4.6,1.42
2016-09-27,4.56,1.41
2016-09-28,4.52,1.4
2016-09-29,4.52,1.39
2016-09-30,4.48,1.38
2016-10-03,4.48,1.4
2016-10-04,4.55,1.4
2016-10-05,4.56,1.42
2016-10-06,4.59,1.42
2016-10-07,4.59,1.43
2016-10-10,4.62,1.44
2016-10-11,4.64,1.45
2016-10-13,4.64,1.46
2016-10-14,4.62,1.44
2016-10-17,4.62,1.44
2016-10-18,4.64,1.46
2016-10-19,4.64,1.46
2016-10-20,4.64,1.48
2016-10-21,4.58,1.45
2016-10-24,4.55,1.46
2016-10-25,4.52,1.45
2016-10-26,4.31,1.37
2016-10-27,4.31,1.37
2016-10-28,4.31,1.35
2016-10-31,4.31,1.35
2016-11-01,4.26,1.31
2016-11-03,4.24,1.31
2016-11-04,4.39,1.36
2016-11-07,4.41,1.38
2016-11-08,4.41,1.39
2016-11-09,4.55,1.42
2016-11-10,4.55,1.35
2016-11-11,4.4,1.29
2016-11-14,4.33,1.26
2016-11-16,4.33,1.26
2016-11-17,4.33,1.27
2016-11-18,4.32,1.28
2016-11-21,4.4,1.31
2016-11-22,4.27,1.27
2016-11-23,4.27,1.26
2016-11-24,4.27,1.26
2016-11-25,4.27,1.25
2016-11-28,4.28,1.27
2016-11-29,4.28,1.26
2016-11-30,4.23,1.25
2016-12-01,4.23,1.22
2016-12-02,4.23,1.22
2016-12-05,4.23,1.23
2016-12-06,4.22,1.24
2016-12-07,4.19,1.23
2016-12-08,4.19,1.24
2016-12-09,4.14,1.23
2016-12-12,4.16,1.24
2016-12-13,4.16,1.25
2016-12-14,4.15,1.24
2016-12-15,4.15,1.23
2016-12-16,4.16,1.23
2016-12-19,4.15,1.23
2016-12-20,4.14,1.24
2016-12-21,4.13,1.24
2016-12-22,4.12,1.25
2016-12-23,4.12,1.26
2016-12-26,4.07,1.24
2016-12-27,4.06,1.24
2016-12-28,4.06,1.24
2016-12-29,4.05,1.25
2017-01-02,4.06,1.24
2017-01-03,4.04,1.24
2017-01-04,4.08,1.27
2017-01-05,4.08,1.28
2017-01-06,4.07,1.26
2017-01-09,3.98,1.25
2017-01-10,3.91,1.22
2017-01-11,3.91,1.23
2017-01-12,3.91,1.23
2017-01-13,3.91,1.22
2017-01-16,3.91,1.21
2017-01-17,3.88,1.21
2017-01-18,3.93,1.22
2017-01-19,3.92,1.23
2017-01-20,3.82,1.2
2017-01-23,3.81,1.2
2017-01-24,3.8,1.2
2017-01-25,3.78,1.19
2017-01-26,3.84,1.21
2017-01-27,3.84,1.22
2017-01-30,3.85,1.24
2017-01-31,3.82,1.21
2017-02-01,3.75,1.19
2017-02-02,3.75,1.2
2017-02-03,3.75,1.2
2017-02-06,3.75,1.2
2017-02-07,3.76,1.2
2017-02-08,3.71,1.19
2017-02-09,3.71,1.19
2017-02-10,3.71,1.19
2017-02-13,3.77,1.21
2017-02-14,3.77,1.22
2017-02-15,3.77,1.23
2017-02-16,3.79,1.23
2017-02-17,3.96,1.28
2017-02-20,3.94,1.28
2017-02-21,3.9,1.26
2017-02-22,3.88,1.26
2017-02-23,3.89,1.27
2017-02-24,3.87,1.24
2017-03-01,3.87,1.25
2017-03-02,3.88,1.23
2017-03-03,3.89,1.25
2017-03-06,3.92,1.25
2017-03-07,3.93,1.26
2017-03-08,3.92,1.24
2017-03-09,3.9,1.22
2017-03-10,3.92,1.25
2017-03-13,3.91,1.24
2017-03-14,3.7,1.16
2017-03-15,3.7,1.19
2017-03-16,3.7,1.19
2017-03-17,3.7,1.19
2017-03-20,3.71,1.21
2017-03-21,3.76,1.22
2017-03-22,3.73,1.21
2017-03-23,3.73,1.19
2017-03-24,3.71,1.19
2017-03-27,3.71,1.18
2017-03-28,3.7,1.18
2017-03-29,3.69,1.18
2017-03-30,3.69,1.18
2017-03-31,3.69,1.18
2017-04-03,3.65,1.17
2017-04-04,3.65,1.18
2017-04-05,3.65,1.18
2017-04-06,3.65,1.16
2017-04-07,3.69,1.17
2017-04-10,3.74,1.19
2017-04-11,3.75,1.19
2017-04-12,3.75,1.19
2017-04-13,3.72,1.18
2017-04-17,3.73,1.2
2017-04-18,3.73,1.2
2017-04-19,3.73,1.19
2017-04-20,3.73,1.18
2017-04-24,3.74,1.19
2017-04-25,3.69,1.17
2017-04-26,3.71,1.17
2017-04-27,3.71,1.17
2017-04-28,3.71,1.17
2017-05-02,3.76,1.19
2017-05-03,3.76,1.19
2017-05-04,3.75,1.18
2017-05-05,3.75,1.18
2017-05-08,3.75,1.17
2017-05-09,3.75,1.18
2017-05-10,3.74,1.18
2017-05-11,3.74,1.19
2017-05-12,3.74,1.2
2017-05-15,3.77,1.21
2017-05-16,3.85,1.24
2017-05-17,3.84,1.23
2017-05-18,3.84,1.14
2017-05-19,3.84,1.18
2017-05-22,3.79,1.16
2017-05-23,3.78,1.16
2017-05-24,3.77,1.15
2017-05-25,3.77,1.15
2017-05-26,3.77,1.15
2017-05-29,3.76,1.15
2017-05-30,3.77,1.16
2017-05-31,3.77,1.16
2017-06-01,3.77,1.16
2017-06-02,3.78,1.16
2017-06-05,3.78,1.15
2017-06-06,3.79,1.16
2017-06-07,3.79,1.16
2017-06-08,3.77,1.16
2017-06-09,3.77,1.15
2017-06-12,3.77,1.14
2017-06-13,3.77,1.14
2017-06-14,3.78,1.15
2017-06-16,3.78,1.15
2017-06-19,3.8,1.16
2017-06-20,3.8,1.14
2017-06-21,3.79,1.14
2017-06-22,3.79,1.14
2017-06-23,3.79,1.14
2017-06-26,3.78,1.15
2017-06-27,3.75,1.13
2017-06-28,3.75,1.14
2017-06-29,3.74,1.13
2017-06-30,3.74,1.13
2017-07-03,3.74,1.13
2017-07-04,3.74,1.13
2017-07-05,3.73,1.13
2017-07-06,3.71,1.12
2017-07-07,3.71,1.13
2017-07-10,3.72,1.14
2017-07-11,3.7,1.14
2017-07-12,3.7,1.15
2017-07-13,3.7,1.15
2017-07-14,3.7,1.16
2017-07-17,3.7,1.16
2017-07-18,3.7,1.17
2017-07-19,3.61,1.15
2017-07-20,3.47,1.11
2017-07-21,3.46,1.1
2017-07-24,3.46,1.1
2017-07-25,3.57,1.13
2017-07-26,3.56,1.13
2017-07-27,3.56,1.13
2017-07-28,3.56,1.14
2017-07-31,3.56,1.14
2017-08-01,3.42,1.1
2017-08-02,3.42,1.1
2017-08-03,3.42,1.1
2017-08-04,3.45,1.1
2017-08-07,3.45,1.1
2017-08-08,3.45,1.1
2017-08-09,3.55,1.13
2017-08-10,3.56,1.12
2017-08-11,3.56,1.12
2017-08-14,3.56,1.12
2017-08-15,3.56,1.12
2017-08-16,3.56,1.13
2017-08-17,3.56,1.12
2017-08-18,3.56,1.13
2017-08-21,3.55,1.12
2017-08-22,3.53,1.11
2017-08-23,3.53,1.13
2017-08-24,3.53,1.12
2017-08-25,3.54,1.12
2017-08-28,3.54,1.12
2017-08-29,3.5,1.11
2017-08-30,3.5,1.11
2017-08-31,3.5,1.11
2017-09-01,3.5,1.11
2017-09-04,3.52,1.12
2017-09-05,3.58,1.15
2017-09-06,3.63,1.17
2017-09-08,3.63,1.17
2017-09-11,3.67,1.18
2017-09-12,3.67,1.17
2017-09-13,3.69,1.18
2017-09-14,3.69,1.18
2017-09-15,3.69,1.18
2017-09-18,3.67,1.17
2017-09-19,3.78,1.2
2017-09-20,3.78,1.21
2017-09-21,3.78,1.2
2017-09-22,3.77,1.21
2017-09-25,3.75,1.19
2017-09-26,3.69,1.16
2017-09-27,3.62,1.13
2017-09-28,3.59,1.13
2017-09-29,3.59,1.13
2017-10-02,3.61,1.14
2017-10-03,3.7,1.18
2017-10-04,3.75,1.2
2017-10-05,3.8,1.2
2017-10-06,3.8,1.2
2017-10-09,3.82,1.2
2017-10-10,3.82,1.2
2017-10-11,3.72,1.17
2017-10-13,3.69,1.17
2017-10-16,3.73,1.18
2017-10-17,3.79,1.2
2017-10-18,3.89,1.23
2017-10-19,3.87,1.22
2017-10-20,3.87,1.21
2017-10-23,3.85,1.19
2017-10-24,3.83,1.18
2017-10-25,3.82,1.18
2017-10-26,3.82,1.17
2017-10-27,3.82,1.18
2017-10-30,3.9,1.19
2017-10-31,3.85,1.18
2017-11-01,3.87,1.18
2017-11-03,3.87,1.17
2017-11-06,3.88,1.19
2017-11-07,3.93,1.2
2017-11-08,3.91,1.2
2017-11-09,3.76,1.16
2017-11-10,3.76,1.15
2017-11-13,3.75,1.14
2017-11-14,3.75,1.13
2017-11-16,3.75,1.14
2017-11-17,3.75,1.15
2017-11-20,3.81,1.17
2017-11-21,3.81,1.17
2017-11-22,3.8,1.17
2017-11-23,3.8,1.18
2017-11-24,3.75,1.16
2017-11-27,3.74,1.16
2017-11-28,3.74,1.16
2017-11-29,3.73,1.15
2017-11-30,3.76,1.15
2017-12-01,3.76,1.15
2017-12-04,3.78,1.17
2017-12-05,3.78,1.17
2017-12-06,3.78,1.17
2017-12-07,3.78,1.15
2017-12-08,3.78,1.15
2017-12-11,3.79,1.15
2017-12-12,3.79,1.14
2017-12-13,3.76,1.14
2017-12-14,3.75,1.12
2017-12-15,3.75,1.13
2017-12-18,3.75,1.14
2017-12-19,3.77,1.14
2017-12-20,3.77,1.15
2017-12-21,3.77,1.14
2017-12-22,3.77,1.13
2017-12-26,3.8,1.15
2017-12-27,3.8,1.15
2017-12-28,3.79,1.15
2018-01-02,3.79,1.16
2018-01-03,3.74,1.15
2018-01-04,3.69,1.14
2018-01-05,3.69,1.14
2018-01-08,3.73,1.15
2018-01-09,3.63,1.12
2018-01-10,3.63,1.12
2018-01-11,3.64,1.13
2018-01-12,3.59,1.12
2018-01-15,3.58,1.12
2018-01-16,3.58,1.11
2018-01-17,3.56,1.11
2018-01-18,3.56,1.11
2018-01-19,3.56,1.11
2018-01-22,3.54,1.1
2018-01-23,3.44,1.06
2018-01-24,3.44,1.08
2018-01-25,3.43,1.09
2018-01-26,3.42,1.09
2018-01-29,3.41,1.08
2018-01-30,3.41,1.07
2018-01-31,3.4,1.07
2018-02-01,3.41,1.08
2018-02-02,3.41,1.06
2018-02-05,3.41,1.05
2018-02-06,3.39,1.05
2018-02-07,3.39,1.03
2018-02-08,3.26,0.99
2018-02-09,3.47,1.05
2018-02-14,3.47,1.07
2018-02-15,3.47,1.07
2018-02-16,3.47,1.08
2018-02-19,3.47,1.07
2018-02-20,3.37,1.04
2018-02-21,3.34,1.03
2018-02-22,3.34,1.03
2018-02-23,3.34,1.03
2018-02-26,3.34,1.03
2018-02-27,3.23,0.99
2018-02-28,3.23,1.0
2018-03-01,3.23,0.99
2018-03-02,3.27,1.01
2018-03-05,3.27,1.01
2018-03-06,3.34,1.04
2018-03-07,3.36,1.04
2018-03-08,3.33,1.02
2018-03-09,3.33,1.02
2018-03-12,3.33,1.02
2018-03-13,3.33,1.02
2018-03-14,3.32,1.02
2018-03-15,3.32,1.01
2018-03-16,3.35,1.02
2018-03-19,3.35,1.02
2018-03-20,3.24,0.98
2018-03-21,3.23,0.99
2018-03-22,3.23,0.98
2018-03-23,3.23,0.97
2018-03-26,3.23,0.98
2018-03-27,3.18,0.95
2018-03-28,3.17,0.95
2018-03-29,3.16,0.96
2018-04-02,3.16,0.95
2018-04-03,3.1,0.93
2018-04-04,3.08,0.92
2018-04-05,3.08,0.92
2018-04-06,3.1,0.92
2018-04-09,3.05,0.9
2018-04-10,3.05,0.9
2018-04-11,3.04,0.9
2018-04-12,3.04,0.89
2018-04-13,3.04,0.89
2018-04-16,2.94,0.86
2018-04-17,2.94,0.86
2018-04-18,3.01,0.89
2018-04-19,3.01,0.89
2018-04-20,3.01,0.88
2018-04-23,3.01,0.87
2018-04-24,3.01,0.87
2018-04-25,3.03,0.87
2018-04-26,2.97,0.85
2018-04-27,2.91,0.84
2018-04-30,2.91,0.83
2018-05-02,2.96,0.83
2018-05-03,2.94,0.83
2018-05-04,3.03,0.86
2018-05-07,3.03,0.85
2018-05-08,3.03,0.85
2018-05-09,3.03,0.84
2018-05-10,3.2,0.9
2018-05-11,3.2,0.89
2018-05-14,3.44,0.95
2018-05-15,3.44,0.94
2018-05-16,3.41,0.93
2018-05-17,3.44,0.93
2018-05-18,3.44,0.92
2018-05-21,3.42,0.93
2018-05-22,3.42,0.94
2018-05-23,3.38,0.93
2018-05-24,3.37,0.92
2018-05-25,3.37,0.92
2018-05-28,3.37,0.9
2018-05-29,3.37,0.9
2018-05-30,3.35,0.9
2018-06-01,3.3,0.88
2018-06-04,4.56,1.22
2018-06-05,4.56,1.2
2018-06-06,4.75,1.24
2018-06-07,4.8,1.22
2018-06-08,4.8,1.29
2018-06-11,4.84,1.3
2018-06-12,4.84,1.3
2018-06-13,4.84,1.3
2018-06-14,4.79,1.26
2018-06-15,4.77,1.28
2018-06-18,4.64,1.24
2018-06-19,4.64,1.24
2018-06-20,4.42,1.17
2018-06-21,4.42,1.17
2018-06-22,4.42,1.17
2018-06-25,4.03,1.07
2018-06-26,4.0,1.05
2018-06-27,3.98,1.03
2018-06-28,3.98,1.03
2018-06-29,3.95,1.02
2018-07-02,3.92,1.0
2018-07-03,3.92,1.01
2018-07-04,3.93,1.0
2018-07-05,3.98,1.01
2018-07-06,4.01,1.03
2018-07-09,4.01,1.04
2018-07-10,3.98,1.05
2018-07-11,4.01,1.03
2018-07-12,3.95,1.02
2018-07-13,3.95,1.03
2018-07-16,3.95,1.02
2018-07-17,3.95,1.03
2018-07-18,3.94,1.03
2018-07-19,3.94,1.02
2018-07-20,3.94,1.04
2018-07-23,3.94,1.04
2018-07-24,3.92,1.05
2018-07-25,3.85,1.04
2018-07-26,3.85,1.03
2018-07-27,3.86,1.04
2018-07-30,3.85,1.03
2018-07-31,3.86,1.03
2018-08-01,3.89,1.04
2018-08-02,3.86,1.03
2018-08-03,3.79,1.02
2018-08-06,3.79,1.02
2018-08-07,3.81,1.01
2018-08-08,3.82,1.01
2018-08-09,3.83,1.01
2018-08-10,3.83,0.99
2018-08-13,3.83,0.98
2018-08-14,3.83,0.99
2018-08-15,3.8,0.97
2018-08-16,3.77,0.97
2018-08-17,3.77,0.96
2018-08-20,3.77,0.95
2018-08-21,3.75,0.93
2018-08-22,3.75,0.92
2018-08-23,3.73,0.91
2018-08-24,3.73,0.91
2018-08-27,3.73,0.91
2018-08-28,3.73,0.9
2018-08-29,3.75,0.91
2018-08-30,3.74,0.9
2018-08-31,3.76,0.92
2018-09-03,3.95,0.95
2018-09-04,3.97,0.96
2018-09-05,3.93,0.95
2018-09-06,3.93,0.96
2018-09-10,3.95,0.96
2018-09-11,4.0,0.96
2018-09-12,4.19,1.01
2018-09-13,4.23,1.01
2018-09-14,4.23,1.02
2018-09-17,4.23,1.03
2018-09-18,4.2,1.02
2018-09-19,4.29,1.04
2018-09-20,4.29,1.05
2018-09-21,4.29,1.06
2018-09-24,4.29,1.05
2018-09-25,4.25,1.04
2018-09-26,4.17,1.04
2018-09-27,4.2,1.05
2018-09-28,4.2,1.04
2018-10-01,4.2,1.04
2018-10-02,4.19,1.07
2018-10-03,4.25,1.09
2018-10-04,4.26,1.09
2018-10-05,4.31,1.12
2018-10-08,4.26,1.13
2018-10-09,4.26,1.15
2018-10-10,4.32,1.15
2018-10-11,4.32,1.15
2018-10-15,4.35,1.16
2018-10-16,4.45,1.2
2018-10-17,4.43,1.2
2018-10-18,4.34,1.17
2018-10-19,4.34,1.17
2018-10-22,4.34,1.18
2018-10-23,4.37,1.18
2018-10-24,4.32,1.16
2018-10-25,4.32,1.17
2018-10-26,4.32,1.18
2018-10-29,4.32,1.16
2018-10-30,4.32,1.17
2018-10-31,4.22,1.14
2018-11-01,4.3,1.17
2018-11-05,4.35,1.17
2018-11-06,4.35,1.16
2018-11-07,4.35,1.16
2018-11-08,4.35,1.16
2018-11-09,4.46,1.19
2018-11-12,4.51,1.2
2018-11-13,4.51,1.18
2018-11-14,4.51,1.19
2018-11-16,4.51,1.21
2018-11-19,4.67,1.24
2018-11-20,4.67,1.24
2018-11-21,4.64,1.23
2018-11-22,4.64,1.22
2018-11-23,4.65,1.22
2018-11-26,4.65,1.19
2018-11-27,4.65,1.2
2018-11-28,4.63,1.21
2018-11-29,4.63,1.2
2018-11-30,4.63,1.2
2018-12-03,4.63,1.21
2018-12-04,4.63,1.2
2018-12-05,4.6,1.19
2018-12-06,4.57,1.18
2018-12-07,4.57,1.18
2018-12-10,4.57,1.16
2018-12-11,4.57,1.17
2018-12-12,4.55,1.18
2018-12-13,4.52,1.17
2018-12-14,4.54,1.16
2018-12-17,4.54,1.17
2018-12-18,4.53,1.16
2018-12-19,4.55,1.17
2018-12-20,4.51,1.17
2018-12-21,4.51,1.16
2018-12-26,4.45,1.14
2018-12-27,4.5,1.15
2018-12-28,4.5,1.16
2019-01-02,4.5,1.18
2019-01-03,4.5,1.2
2019-01-04,4.35,1.17
2019-01-07,4.51,1.21
2019-01-08,4.51,1.22
2019-01-09,4.51,1.22
2019-01-10,4.49,1.21
2019-01-11,4.49,1.21
2019-01-14,4.5,1.22
2019-01-15,4.49,1.2
2019-01-16,4.47,1.2
2019-01-17,4.47,1.19
2019-01-18,4.47,1.19
2019-01-21,4.27,1.14
2019-01-22,4.23,1.11
2019-01-23,4.21,1.12
2019-01-24,4.19,1.11
2019-01-25,4.18,1.11
2019-01-28,4.19,1.11
2019-01-29,4.17,1.12
2019-01-30,4.17,1.12
2019-01-31,4.17,1.14
2019-02-01,4.17,1.14
2019-02-04,4.18,1.14
2019-02-05,4.26,1.16
2019-02-06,4.28,1.16
2019-02-07,4.28,1.15
2019-02-08,4.28,1.15
2019-02-11,4.38,1.16
2019-02-12,4.39,1.18
2019-02-13,4.37,1.16
2019-02-14,4.37,1.17
2019-02-15,4.37,1.18
2019-02-18,4.33,1.16
2019-02-19,4.33,1.17
2019-02-20,4.33,1.16
2019-02-21,4.33,1.15
2019-02-22,4.33,1.16
2019-02-25,4.26,1.14
2019-02-26,4.25,1.13
2019-02-27,4.25,1.14
2019-02-28,4.25,1.13
2019-03-01,4.25,1.13
2019-03-06,4.25,1.11
2019-03-07,4.26,1.09
2019-03-08,4.26,1.1
2019-03-11,4.41,1.15
2019-03-12,4.45,1.17
2019-03-13,4.43,1.16
2019-03-14,4.43,1.15
2019-03-15,4.59,1.2
2019-03-18,4.55,1.2
2019-03-19,4.55,1.2
2019-03-20,4.48,1.19
2019-03-21,4.49,1.18
2019-03-22,4.49,1.15
2019-03-25,4.49,1.16
2019-03-26,4.48,1.16
2019-03-27,4.45,1.13
2019-03-28,4.45,1.14
2019-03-29,4.45,1.14
2019-04-01,4.53,1.17
2019-04-02,4.53,1.17
2019-04-03,4.54,1.17
2019-04-04,4.55,1.18
2019-04-05,4.55,1.18
2019-04-08,4.62,1.2
2019-04-09,4.62,1.2
2019-04-10,4.67,1.22
2019-04-11,4.67,1.21
2019-04-12,4.67,1.2
2019-04-15,4.67,1.21
2019-04-16,4.65,1.19
2019-04-17,4.65,1.18
2019-04-18,4.65,1.18
2019-04-22,4.7,1.2
2019-04-23,4.71,1.2
2019-04-24,4.75,1.19
2019-04-25,4.75,1.2
2019-04-26,4.75,1.21
2019-04-29,4.71,1.2
2019-04-30,4.71,1.2
2019-05-02,4.72,1.19
2019-05-03,4.72,1.2
2019-05-06,4.8,1.21
2019-05-07,4.81,1.21
2019-05-08,4.81,1.22
2019-05-09,4.81,1.22
2019-05-10,4.81,1.22
2019-05-13,4.88,1.23
2019-05-14,4.86,1.22
2019-05-15,4.86,1.22
2019-05-16,4.86,1.2
2019-05-17,4.86,1.19
2019-05-20,4.86,1.18
2019-05-21,4.89,1.21
2019-05-22,4.89,1.21
2019-05-23,4.89,1.21
2019-05-24,4.89,1.22
2019-05-27,4.81,1.19
2019-05-28,4.81,1.2
2019-05-29,4.8,1.21
2019-05-30,4.8,1.21
2019-05-31,4.8,1.22
2019-06-03,4.8,1.23
2019-06-04,4.74,1.23
2019-06-05,4.69,1.2
2019-06-06,4.69,1.21
2019-06-07,4.69,1.21
2019-06-10,4.72,1.22
2019-06-11,4.8,1.25
2019-06-12,4.82,1.25
2019-06-13,4.82,1.25
2019-06-14,4.82,1.24
2019-06-17,4.79,1.23
2019-06-18,4.7,1.22
2019-06-19,4.7,1.22
2019-06-21,4.7,1.23
2019-06-24,4.7,1.23
2019-06-25,4.72,1.23
2019-06-26,4.72,1.23
2019-06-27,4.72,1.23
2019-06-28,4.72,1.23
2019-07-01,4.67,1.21
2019-07-02,4.67,1.21
2019-07-03,4.72,1.24
2019-07-04,4.72,1.24
2019-07-05,4.72,1.24
2019-07-08,4.77,1.25
2019-07-09,4.77,1.26
2019-07-10,4.75,1.27
2019-07-11,4.75,1.27
2019-07-12,4.75,1.27
2019-07-15,4.75,1.26
2019-07-16,4.73,1.26
2019-07-17,4.73,1.26
2019-07-18,4.73,1.27
2019-07-19,4.73,1.26
2019-07-22,4.66,1.25
2019-07-23,4.65,1.23
2019-07-24,4.63,1.23
2019-07-25,4.63,1.22
2019-07-26,4.63,1.23
2019-07-29,4.63,1.23
2019-07-30,4.64,1.22
2019-07-31,4.63,1.22
2019-08-01,4.63,1.21
2019-08-02,4.63,1.19
2019-08-05,4.61,1.16
2019-08-06,4.59,1.16
2019-08-07,4.59,1.15
2019-08-08,4.59,1.17
2019-08-09,4.59,1.17
2019-08-12,4.61,1.16
2019-08-13,4.6,1.16
2019-08-14,4.6,1.14
2019-08-15,4.6,1.15
2019-08-16,4.6,1.15
2019-08-19,4.53,1.11
2019-08-20,4.52,1.12
2019-08-21,4.52,1.12
2019-08-22,4.52,1.11
2019-08-23,4.52,1.1
2019-08-26,4.46,1.07
2019-08-27,4.45,1.07
2019-08-28,4.45,1.07
2019-08-29,4.45,1.07
2019-08-30,4.45,1.08
2019-09-02,4.48,1.07
2019-09-03,4.49,1.07
2019-09-04,4.49,1.09
2019-09-05,4.49,1.09
2019-09-06,4.49,1.1
2019-09-09,4.5,1.1
2019-09-10,4.5,1.1
2019-09-11,4.45,1.1
2019-09-12,4.45,1.1
2019-09-13,4.45,1.09
2019-09-16,4.4,1.08
2019-09-17,4.38,1.07
2019-09-18,4.35,1.06
2019-09-19,4.35,1.05
2019-09-20,4.34,1.05
2019-09-23,4.39,1.05
2019-09-24,4.35,1.04
2019-09-25,4.35,1.05
2019-09-26,4.37,1.05
2019-09-27,4.37,1.05
2019-09-30,4.37,1.05
2019-10-01,4.46,1.07
2019-10-02,4.46,1.08
2019-10-03,4.46,1.09
2019-10-04,4.46,1.1
2019-10-07,4.48,1.09
2019-10-08,4.49,1.1
2019-10-09,4.49,1.1
2019-10-10,4.49,1.09
2019-10-11,4.49,1.1
2019-10-14,4.54,1.1
2019-10-15,4.57,1.1
2019-10-16,4.57,1.1
2019-10-17,4.57,1.1
2019-10-18,4.57,1.11
2019-10-21,4.46,1.08
2019-10-22,4.4,1.08
2019-10-23,4.4,1.09
2019-10-24,4.4,1.09
2019-10-25,4.4,1.1
2019-10-28,4.45,1.12
2019-10-29,4.49,1.12
2019-10-30,4.49,1.13
2019-10-31,4.49,1.12
2019-11-01,4.49,1.12
2019-11-04,4.57,1.14
2019-11-05,4.68,1.17
2019-11-06,4.65,1.14
2019-11-07,4.65,1.14
2019-11-08,4.65,1.12
2019-11-11,4.77,1.15
2019-11-12,4.78,1.15
2019-11-13,4.78,1.14
2019-11-14,4.81,1.15
2019-11-18,4.96,1.18
2019-11-19,5.12,1.22
2019-11-20,5.12,1.22
2019-11-21,5.12,1.22
2019-11-22,5.12,1.22
2019-11-25,5.28,1.25
2019-11-26,5.29,1.25
2019-11-27,5.29,1.24
2019-11-28,5.29,1.26
2019-11-29,5.29,1.25
2019-12-02,5.38,1.28
2019-12-03,5.37,1.28
2019-12-04,5.37,1.28
2019-12-05,5.37,1.28
2019-12-06,5.37,1.3
2019-12-09,5.37,1.3
2019-12-10,5.47,1.32
2019-12-11,5.47,1.32
2019-12-12,5.48,1.34
2019-12-13,5.47,1.33
2019-12-16,5.37,1.32
2019-12-17,5.33,1.31
2019-12-18,5.33,1.31
2019-12-19,5.33,1.31
2019-12-20,5.33,1.3
2019-12-23,5.34,1.31
2019-12-26,5.33,1.31
2019-12-27,5.34,1.32
2019-12-30,5.34,1.33
2020-01-02,5.38,1.34
2020-01-03,5.38,1.33
2020-01-06,5.45,1.34
2020-01-07,5.45,1.34
2020-01-08,5.5,1.36
2020-01-09,5.47,1.34
2020-01-10,5.43,1.33
2020-01-13,5.32,1.29
